name;coords;phone-number;rating;address;working-hours;category;place_id
Тюбетей;[49.119981, 55.788312];+7 (843) 249-41-41;5.0;ул. Баумана, 47/9, Казань;['Mo 08:00-22:00', 'Tu 08:00-22:00', 'We 08:00-22:00', 'Th 08:00-22:00', 'Fr 08:00-23:00', 'Sa 09:00-23:00', 'Su 09:30-22:00'];кафе;284
Хан;[49.053795, 55.832361];;4.0;ул. Восстания, 92В, Казань;['Mo 06:00-01:00', 'Tu 06:00-01:00', 'We 06:00-01:00', 'Th 06:00-01:00', 'Fr 06:00-01:00', 'Sa 06:00-01:00', 'Su 06:00-01:00'];кафе;285
Гурме;[49.134393, 55.791727];+7 (937) 625-40-03;4.3;ул. Муштари, 19, корп. 1, Казаньэтаж 1;['Mo 08:00-22:00', 'Tu 08:00-22:00', 'We 08:00-22:00', 'Th 08:00-22:00', 'Fr 08:00-22:00', 'Sa 08:00-22:00', 'Su 08:00-22:00'];кафе;286
Самса № 1;[49.123376, 55.788524];+7 (906) 112-73-62;4.0;ул. Пушкина, 17, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;287
Wi-Fi кафе;[49.105882, 55.798458];+7 (843) 567-81-32;4.3;12, Вахитовский район, территория Кремль, Казань;['Mo 09:00-20:00', 'Tu 09:00-20:00', 'We 09:00-20:00', 'Th 09:00-20:00', 'Fr 09:00-20:00', 'Sa 09:00-20:00', 'Su 09:00-20:00'];кафе;288
Шашлык у Вугара;[49.150858, 55.726608];+7 (963) 120-67-93;4.3;Борисковская ул., 67, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 08:00-23:00', 'Su 08:00-23:00'];кафе;289
Эчпочмак;[49.203195, 55.752439];;3.7;ул. Рихарда Зорге, 60, Казань;['Mo 07:30-20:30', 'Tu 07:30-20:30', 'We 07:30-20:30', 'Th 07:30-20:30', 'Fr 07:30-20:30', 'Sa 08:00-20:00'];кафе;290
Mado Restclub;[49.122269, 55.788533];+7 (987) 296-07-87;4.3;Профсоюзная ул., 23/12, Вахитовский район, Казань;['Mo 14:00-04:00', 'Tu 14:00-04:00', 'We 14:00-04:00', 'Th 14:00-04:00', 'Fr 14:00-06:00', 'Sa 15:00-06:00', 'Su 15:00-04:00'];кафе;291
Маленький Француз;[49.117594, 55.803961];+7 (965) 607-08-92;4.0;Федосеевская ул., 1, корп. 12, Казань;['Mo 11:00-23:00', 'Tu 11:00-23:00', 'We 11:00-23:00', 'Th 11:00-23:00', 'Fr 11:00-23:00', 'Sa 11:00-23:00', 'Su 11:00-23:00'];кафе;292
Давыл;[49.147511, 55.780126];+7 (966) 250-81-43;4.2;ул. Вишневского, 61, Казань;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-00:00', 'Sa 11:00-00:00', 'Su 11:00-00:00'];кафе;293
Ферганская долина;[49.179724, 55.765555];;4.1;Даурская ул., 23, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;294
Poke Soul;[49.11583, 55.793734];+7 (927) 498-64-04;4.1;Кремлёвская ул., 19, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 11:00-21:00'];кафе;295
Татмак;[49.117983, 55.785835];+7 (939) 503-12-81;4.3;Университетская ул., 2к1/53, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;296
Кыстыбый;[49.129975, 55.780046];+7 (843) 500-50-70;4.4;Спартаковская ул., 23, Казань • этаж 1;['Mo 08:00-22:00', 'Tu 08:00-22:00', 'We 08:00-22:00', 'Th 08:00-22:00', 'Fr 08:00-22:00', 'Sa 08:00-22:00', 'Su 08:00-22:00'];кафе;297
Киномакс;[49.092154, 55.821216];+7 (843) 518-92-70;4.4;просп. Ибрагимова, 56, Казань • этаж 3;['Mo 10:00-00:30', 'Tu 10:00-00:30', 'We 10:00-00:30', 'Th 10:00-00:30', 'Fr 10:00-00:30', 'Sa 10:00-00:30', 'Su 10:00-00:30'];развлечения;298
Синема 5;[49.116735, 55.830555];;4.6;ул. Мусина, 33/46, Казань • этаж 1;['Mo 10:15-00:00', 'Tu 10:15-00:00', 'We 10:15-00:00', 'Th 10:15-00:00', 'Fr 10:15-00:00', 'Sa 10:15-00:00', 'Su 10:15-00:00'];развлечения;299
Дворец Культуры Имени С. Саид-галиева;[49.226488, 55.870974];;4.4;Советская ул., 18, Советский район, посёлок Дербышки, Казань;[];развлечения;300
Love Cinema;[49.187869, 55.793591];;4.1;ул. Патриса Лумумбы, 47А, Казань;[];развлечения;301
Lounge 3D Cinema;[49.106513, 55.820278];+7 (901) 143-27-75;4.5;Чистопольская ул., 9Б, КазаньМетро: Козья Слобода, этаж 4;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;302
Смотри и Пой;[49.095643, 55.820539];+7 (843) 204-00-63;4.9;просп. Ибрагимова, 56А, Казань • этаж 3;['Mo 14:00-02:00', 'Tu 14:00-02:00', 'We 14:00-02:00', 'Th 14:00-02:00', 'Fr 14:00-04:00', 'Sa 12:00-04:00', 'Su 12:00-02:00'];развлечения;303
The pearl;[49.134037, 55.776172];;3.8;ул. Марселя Салимжанова, 17, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;304
Алмаз Синема Гранд;[49.129623, 55.77871];;4.3;Спартаковская ул., 6, Казань • этаж 4;['Mo 10:00-01:00', 'Tu 10:00-01:00', 'We 10:00-01:00', 'Th 10:00-01:00', 'Fr 10:00-01:00', 'Sa 10:00-01:00', 'Su 10:00-01:00'];развлечения;305
Wow cinema;[49.093397, 55.821173];;4.2;просп. Ибрагимова, 56, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;306
Алмаз Синема;[49.112238, 55.791436];+7 (843) 207-13-36;4.3;ул. Баумана, 44/8, Казань;['Mo 10:00-00:00', 'Tu 10:00-00:00', 'We 10:00-00:00', 'Th 10:00-00:00', 'Fr 10:00-00:00', 'Sa 10:00-00:00', 'Su 10:00-00:00'];развлечения;307
Топ Синема;[49.313212, 55.918885];+7 (966) 250-78-55;4.3;Большая Красная ул., 168, село Высокая ГораТРК Высокая гора, этаж 4;['Mo 10:00-23:00', 'Tu 10:00-23:00', 'We 10:00-23:00', 'Th 10:00-23:00', 'Fr 10:00-23:00', 'Sa 10:00-23:00', 'Su 10:00-23:00'];развлечения;308
Studios 5;[49.153278, 55.825311];+7 (843) 204-10-63;4.8;просп. Ямашева, 97, Казань;['Mo 14:00-02:00', 'Tu 14:00-02:00', 'We 14:00-02:00', 'Th 14:00-02:00', 'Fr 14:00-04:00', 'Sa 12:00-04:00', 'Su 12:00-02:00'];развлечения;309
Киномакс;[49.149497, 55.768916];+7 (843) 528-20-62;4.7;ул. Павлюхина, 91, КазаньТРЦ «KazanMall», этаж 3;[];развлечения;310
Мир;[49.147369, 55.788241];+7 (843) 238-25-24;4.3;ул. Достоевского, 30, Казань;['Mo 09:30-20:00', 'Tu 09:30-20:00', 'We 09:30-20:00', 'Th 09:30-20:00', 'Fr 09:30-20:00', 'Sa 09:30-20:00', 'Su 09:30-20:00'];развлечения;311
4 Микрофона;[49.102301, 55.835439];+7 (843) 211-04-44;4.8;ул. Маршала Чуйкова, 2Д, Казаньэтаж 6;['Mo 14:00-06:00', 'Tu 14:00-06:00', 'We 14:00-06:00', 'Th 14:00-06:00', 'Fr 14:00-06:00', 'Sa 14:00-06:00', 'Su 14:00-06:00'];развлечения;312
Cinema Корстон;[49.150818, 55.793339];+7 (843) 279-30-79;4.3;ул. Николая Ершова, 1А, Казань • этаж 2;['Mo 10:00-00:00', 'Tu 10:00-00:00', 'We 10:00-00:00', 'Th 10:00-00:00', 'Fr 10:00-00:00', 'Sa 10:00-00:00', 'Su 10:00-00:00'];развлечения;313
Relaxcinema;[49.126803, 55.780723];+7 (843) 247-54-47;3.8;Спартаковская ул., 2, корп. 1, Казаньэтаж 2;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];развлечения;314
Киноград;[48.882455, 55.872708];+7 (843) 209-22-99 (доб. 1);4.7;Садовая ул., 9, село ОсиновоТЦ Радужный, этаж 3;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];развлечения;315
Кинотеатр Ленина;[49.086281, 55.85389];+7 (843) 246-32-42;4.3;ул. Копылова, 2А, КазаньКДК им. В.И. Ленина;['Mo 10:00-19:00', 'Tu 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];развлечения;316
Алмаз Синема;[49.153281, 55.825111];;4.3;просп. Ямашева, 97, Казань • этаж 4;['Mo 10:00-01:00', 'Tu 10:00-01:00', 'We 10:00-01:00', 'Th 10:00-01:00', 'Fr 10:00-01:00', 'Sa 10:00-01:00', 'Su 10:00-01:00'];развлечения;317
Киномакс;[49.216047, 55.76933];+7 (843) 233-39-10;4.4;просп. Победы, 91, КазаньТРЦ «Южный», этаж 2;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-00:00', 'Sa 11:00-00:00', 'Su 11:00-00:00'];развлечения;318
Синема 5;[49.126839, 55.785211];;4.3;Петербургская ул., 9, Казань;['Mo 10:00-00:00', 'Tu 10:00-00:00', 'We 10:00-00:00', 'Th 10:00-00:00', 'Fr 10:00-00:00', 'Sa 10:00-00:00', 'Su 10:00-00:00'];развлечения;319
Алмаз Синема Сувар;[49.193269, 55.74466];+7 (843) 207-13-36;4.2;ул. Хусаина Мавлютова, 45, Казаньэтаж 3;['Mo 09:30-01:00', 'Tu 09:30-01:00', 'We 09:30-01:00', 'Th 09:30-01:00', 'Fr 09:30-01:00', 'Sa 09:30-01:00', 'Su 09:30-01:00'];развлечения;320
бульвар на Фучика;[49.226693, 55.769338];;4.6;Республика Татарстан, Казань, бульвар на Фучика;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;321
сквер Мустая Карима;[49.149537, 55.763186];;4.0;Республика Татарстан, Казань, сквер Мустая Карима;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;322
сквер Звёздный;[49.222799, 55.778174];;4.2;Республика Татарстан, Казань, сквер Звёздный;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;323
аллея Славы;[48.894117, 55.82037];;4.2;Республика Татарстан, Казань, аллея Славы;[];парк;324
парк Маленький принц;[49.220401, 55.848499];;4.4;Республика Татарстан, Казань, парк Маленький принц;[];парк;325
парк Победы;[48.977881, 55.76918];;4.1;Республика Татарстан, село Верхний Услон, парк Победы;[];парк;326
Ленинский сад;[49.123738, 55.793606];;4.6;Республика Татарстан, Казань, Ленинский сад;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;327
Парк Молодожёнов;[49.100473, 55.773989];;4.0;Республика Татарстан, Казань, парк Молодожёнов;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;328
парк Победы;[49.302634, 55.925643];;4.2;Республика Татарстан, Высокогорский район, парк Победы;[];парк;329
парк 100-летия Казанского высшего танкового командного училища;[49.156081, 55.756604];;4.2;Республика Татарстан, Казань, парк 100-летия Казанского высшего танкового командного училища;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;330
парк Савиново;[49.163144, 55.833379];;3.6;Республика Татарстан, Казань, парк Савиново;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;331
парк уникальных хвойных пород;[49.187381, 55.759611];;4.3;Республика Татарстан, Казань, парк уникальных хвойных пород;['Mo 09:00-18:00', 'Tu 09:00-18:00', 'We 09:00-18:00', 'Th 09:00-18:00', 'Fr 09:00-18:00'];парк;332
Русско-немецкая швейцария;[49.163333, 55.802222];;4.2;Республика Татарстан, Казань, Русско-Немецкая Швейцария;[];парк;333
сквер Тебриз;[49.079079, 55.832805];;1.8;Республика Татарстан, Казань, площадь Восстания;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;334
парк Заказанье;[49.324685, 55.904128];;4.3;Республика Татарстан, Высокогорский район, село Высокая Гора, парк Заказанье;[];парк;335
Парк Химиков;[49.089877, 55.824325];;4.4;Республика Татарстан, Казань, парк Химиков;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;336
Раифский дендрарий;[48.744705, 55.906233];;5.0;Республика Татарстан, Зеленодольский район, Раифский дендрарий;[];парк;337
сквер Д.М. Карбышева;[49.180126, 55.764623];;4.1;Республика Татарстан, Казань, сквер Д. М. Карбышева;[];парк;338
сквер 100-летия образования строительной отрасли Республики Татарстан;[49.179337, 55.75865];;4.3;Республика Татарстан, Казань, сквер 100-летия образования строительной отрасли Республики Татарстан;[];парк;339
Сквер Лобачевского;[49.120459, 55.792131];;4.3;Республика Татарстан, Казань, сквер Лобачевского;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;340
парк Яблоневый сад;[49.385826, 55.743819];;4.3;Республика Татарстан, Пестречинский район, Богородское сельское поселение, село Богородское, Центральная улица;[];парк;341
лесопарк Лебяжье;[48.964725, 55.835354];+7 (843) 512-02-59;5.0;Лебяжья ул., 7, Казань;['Mo 07:00-16:00', 'Tu 07:00-16:00', 'We 07:00-16:00', 'Th 07:00-16:00', 'Fr 07:00-16:00'];парк;342
Фестивальный бульвар;[49.103383, 55.813893];;4.3;Республика Татарстан, Казань, Фестивальный бульвар;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;343
Караваевский парк;[49.107219, 55.859517];;3.8;Республика Татарстан, Казань, Караваевский парк;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];парк;344
Казанский дендрарий;[49.155336, 55.784617];;4.0;Республика Татарстан, Казань, Казанский дендрарий;['Mo 09:00-18:00', 'Tu 09:00-18:00', 'We 09:00-18:00', 'Th 09:00-18:00', 'Fr 09:00-18:00'];парк;345
Endorphin;[49.108483, 55.789608];+7 (843) 260-88-60;4.2;ул. Тази Гиззата, 6/31, Казань;['Mo 18:00-06:00', 'Tu 18:00-06:00', 'We 18:00-06:00', 'Th 18:00-06:00', 'Fr 18:00-07:00', 'Sa 18:00-07:00', 'Su 18:00-06:00'];караоке;346
Veranda;[49.223909, 55.782805];+7 (843) 513-37-37;4.3;ул. Академика Сахарова, 22А, Казаньэтаж 2, офис 9;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-02:00', 'Sa 11:00-02:00', 'Su 11:00-00:00'];караоке;347
Стриптиз клуб и бар 69;[49.12376, 55.789064];+7 (843) 248-07-78;4.3;ул. Пушкина, 17, КазаньМетро: Площадь Тукая, этаж цокольный;['Mo 22:00-05:00', 'Tu 22:00-05:00', 'We 22:00-05:00', 'Th 22:00-05:00', 'Fr 22:00-06:00', 'Sa 22:00-06:00', 'Su 22:00-05:00'];караоке;348
Караоке-бар 69;[49.123707, 55.789073];+7 (843) 248-07-78 (доб. +79872849097);4.4;ул. Пушкина, 17, Казаньэтаж 0;['Mo 22:00-05:00', 'Tu 22:00-05:00', 'We 22:00-05:00', 'Th 22:00-05:00', 'Fr 22:00-06:00', 'Sa 22:00-06:00', 'Su 22:00-05:00'];караоке;349
Тише-Тише;[49.102019, 55.768369];;4.0;ул. Мазита Гафури, 46, Казань • этаж 4;['Th 19:00-06:00', 'Fr 19:00-06:00', 'Sa 19:00-06:00'];караоке;350
Сладкая жизнь;[49.122345, 55.819795];+7 (843) 253-40-90;4.2;Чистопольская ул., 33В, Казань • этаж 3;['Mo 12:00-06:00', 'Tu 12:00-06:00', 'We 12:00-06:00', 'Th 12:00-06:00', 'Fr 12:00-06:00', 'Sa 15:00-06:00', 'Su 17:00-06:00'];караоке;351
Скрудж;[49.127842, 55.78258];;4.1;ул. Островского, 79, Казань • этаж 1;['Mo 18:00-03:00', 'Tu 18:00-03:00', 'We 18:00-03:00', 'Th 18:00-03:00', 'Fr 18:00-05:00', 'Sa 18:00-05:00', 'Su 18:00-03:00'];караоке;352
Улица Горького, 2;[49.125665, 55.794138];;4.9;ул. Горького, 2, Казань;[];караоке;353
Casanova;[49.150408, 55.793736];+7 (993) 993-11-02;4.0;ул. Николая Ершова, 1А, Казаньэтаж цокольный;['Mo 22:00-06:00', 'Tu 22:00-06:00', 'We 22:00-06:00', 'Th 22:00-06:00', 'Fr 22:00-06:00', 'Sa 22:00-06:00', 'Su 22:00-06:00'];караоке;354
Пивовар;[49.103511, 55.794197];+7 (843) 278-07-07 (доб. 2);4.4;Московская ул., 5, Казань • этаж 1;['Mo 07:00-23:00', 'Tu 07:00-23:00', 'We 07:00-23:00', 'Th 07:00-00:00', 'Fr 07:00-00:00', 'Sa 07:00-00:00', 'Su 07:00-23:00'];караоке;355
Император;[49.142335, 55.624031];+7 (843) 225-33-44;4.3;Октябрьская ул., 19А, село Песчаные Ковалиэтаж 2;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-00:00', 'Sa 11:00-00:00', 'Su 11:00-00:00'];караоке;356
X. O Lounge Bar;[49.114687, 55.789659];+7 (966) 260-92-92;4.0;ул. Островского, 15И, Казань;['Mo 19:00-05:00', 'Tu 19:00-05:00', 'We 19:00-05:00', 'Th 19:00-05:00', 'Fr 19:00-05:00', 'Sa 19:00-05:00', 'Su 19:00-05:00'];караоке;357
3lion;[49.126439, 55.781408];;4.2;Спартаковская ул., 2, корп. 1, Казань;['Mo 18:00-03:00', 'Tu 18:00-03:00', 'We 18:00-03:00', 'Th 18:00-03:00', 'Fr 18:00-06:00', 'Sa 18:00-06:00', 'Su 18:00-03:00'];караоке;358
Noble;[49.148549, 55.793827];+7 (987) 226-46-00;4.4;ул. Николая Ершова, 1А, Казаньэтаж 1;['Fr 20:00-06:00', 'Sa 20:00-06:00'];караоке;359
Voice;[49.099557, 55.818851];+7 (927) 039-31-33;2.6;Чистопольская ул., 3Б, Казань;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-00:00', 'Sa 11:00-00:00', 'Su 11:00-00:00'];караоке;360
Great Smoke;[49.103216, 55.794152];+7 (927) 441-51-54;3.4;Московская ул., 5, Казань • этаж 1, 2;['Mo 11:00-01:00', 'Tu 11:00-01:00', 'We 11:00-01:00', 'Th 11:00-01:00', 'Fr 11:00-01:00', 'Sa 11:00-01:00', 'Su 11:00-01:00'];караоке;361
Forsing;[49.156207, 55.761314];+7 (843) 533-39-99;4.4;Оренбургский тракт, 5Б, КазаньЦентр картинга Форсаж, этаж 2;['Mo 18:00-00:00', 'Tu 18:00-02:00', 'We 16:00-02:00', 'Th 18:00-00:00', 'Fr 18:00-02:00', 'Sa 16:00-02:00', 'Su 16:00-00:00'];караоке;362
Атмосфера;[49.13278, 55.832408];+7 (987) 005-55-82;4.1;ул. Фатыха Амирхана, 51Г, Казань;['Mo 15:00-02:00', 'Tu 15:00-02:00', 'We 15:00-02:00', 'Th 15:00-02:00', 'Fr 15:00-05:00', 'Sa 15:00-05:00', 'Su 15:00-02:00'];караоке;363
Домино;[49.110308, 55.793692];+7 (843) 258-32-12;4.1;Профсоюзная ул., 4, Вахитовский район, Казань;['Mo 20:00-05:00', 'Tu 20:00-05:00', 'We 20:00-05:00', 'Th 20:00-05:00', 'Fr 20:00-06:00', 'Sa 20:00-06:00', 'Su 20:00-05:00'];караоке;364
Кальянная Continent;[49.232129, 55.778656];+7 (951) 066-65-38;4.3;ул. Галии Кайбицкой, 6А, Казань • этаж 3;['Mo 13:00-01:00', 'Tu 13:00-01:00', 'We 13:00-01:00', 'Th 13:00-01:00', 'Fr 13:00-02:00', 'Sa 13:00-02:00', 'Su 13:00-01:00'];караоке;365
Bash Night Club;[49.124139, 55.792904];+7 (987) 297-31-61;4.3;ул. Пушкина, 29А, КазаньМетро: Площадь Тукая, ТЦ Coliseum, этаж 1;['Fr 22:00-06:00', 'Sa 22:00-06:00'];караоке;366
The Jungle;[49.127622, 55.780789];+7 (962) 563-48-30;4.4;Спартаковская ул., 2, корп. 1, КазаньМетро: Площадь Тукая;['Mo 18:00-03:00', 'Tu 18:00-03:00', 'We 18:00-03:00', 'Th 18:00-03:00', 'Fr 18:00-04:00', 'Sa 18:00-04:00', 'Su 18:00-03:00'];караоке;367
